Frec. de muestreo 2
Tiendas de comida, Oficinas, Casas, Hospital, Gimnasios, Restaurants, Centros comerciales, Parques, Semáforo
1,8,471,1,0,3,2,3,0
7,9,494,2,0,1,5,7,0
7,8,431,3,0,2,1,7,0
13,10,457,5,0,4,2,9,0
9,9,398,1,0,3,1,6,0
10,9,426,3,0,3,3,6,0
8,8,402,2,0,2,2,3,0
13,11,445,4,1,2,3,5,0
1,11,465,2,0,0,0,0,0
0,13,503,7,0,0,0,0,0
0,11,530,3,0,0,0,0,0
0,11,561,4,0,0,0,0,0
0,0,585,2,0,0,0,0,0
0,0,605,1,0,0,0,0,0
0,0,616,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,638,0,0,0,0,0,0
0,0,643,0,0,0,0,0,0
0,0,644,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,1,0,0,0,0,0
0,0,651,1,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,621,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,614,1,0,0,0,0,0
0,0,616,2,0,0,0,0,0
0,0,616,3,1,0,0,0,0
0,1,618,3,1,0,0,1,0
0,1,600,2,0,0,0,1,0
2,1,610,3,0,0,0,1,0
2,2,594,0,0,0,0,0,0
5,2,599,1,0,1,0,0,0
2,2,581,1,0,1,0,0,0
5,4,586,2,0,1,0,0,0
2,4,576,0,0,0,0,0,0
5,6,582,1,0,0,0,1,0
2,7,562,0,0,1,0,1,0
7,8,572,0,0,1,0,1,0
6,7,541,0,0,1,0,0,0
10,9,550,0,0,3,0,0,0
2,11,507,2,0,2,1,2,0
5,12,523,3,0,2,1,2,0
6,11,470,0,0,2,2,1,0
13,11,481,3,0,4,3,3,0
7,11,424,2,0,0,4,1,0
21,14,437,6,0,1,4,6,0
10,13,390,4,0,1,2,6,0
16,13,423,6,0,1,4,8,0
7,12,418,1,0,1,3,6,0
10,14,449,3,0,1,3,8,0
0,11,489,3,0,0,0,0,0
0,12,526,6,0,1,0,0,0
0,9,550,0,0,0,0,0,0
0,12,577,1,0,0,0,0,0
0,0,596,1,0,0,0,0,0
0,0,611,7,0,0,0,0,0
0,0,620,2,0,0,0,0,0
0,0,626,3,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,639,0,0,0,0,0,0
0,0,646,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,632,0,0,0,0,0,0
