Frec. de muestreo 2
Tiendas de comida, Oficinas, Casas, Hospital, Gimnasios, Restaurants, Centros comerciales, Parques, Semáforo
0,19,574,2,0,0,0,0,0
0,0,593,1,0,0,0,0,0
0,0,608,2,0,0,0,0,0
0,0,617,0,0,0,0,0,0
0,0,629,0,0,0,0,0,0
0,0,633,0,0,0,0,0,0
0,0,638,0,0,0,0,0,0
0,0,646,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,636,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,616,0,0,0,0,0,0
0,0,630,0,0,0,0,0,0
0,0,605,3,0,0,0,0,0
0,0,625,4,0,0,0,0,0
0,0,622,1,1,0,0,0,0
0,1,627,2,1,0,0,0,0
0,1,611,0,1,0,0,0,0
1,1,619,2,1,0,0,0,0
1,1,584,0,0,0,0,0,0
3,1,587,0,0,1,0,2,0
1,1,568,1,0,0,0,1,0
3,3,574,2,0,0,0,1,0
2,3,568,0,0,0,0,1,0
5,3,576,1,0,0,0,1,0
2,6,561,0,0,1,0,0,0
6,11,569,1,1,1,0,1,0
2,10,524,0,0,2,1,2,0
8,11,534,1,0,2,1,2,0
3,11,503,2,0,3,2,2,0
8,11,514,1,1,4,3,5,0
2,11,463,1,0,3,2,5,0
12,13,475,3,0,4,5,6,0
4,15,421,3,0,3,5,2,0
18,15,443,6,1,3,6,4,0
12,17,392,3,0,3,3,1,0
15,20,423,4,1,3,5,6,0
5,22,421,4,0,2,4,3,0
8,23,458,6,1,2,6,5,0
0,21,485,3,0,1,0,0,0
0,21,509,4,0,1,0,0,0
0,19,533,1,0,0,0,0,0
0,21,565,2,0,0,0,0,0
0,0,582,3,0,0,0,0,0
0,0,604,5,0,0,0,0,0
0,0,617,0,0,0,0,0,0
0,0,627,0,0,0,0,0,0
0,0,635,0,0,0,0,0,0
0,0,642,0,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,628,0,0,0,0,0,0
0,0,628,2,0,0,0,0,0
0,0,617,5,0,0,0,0,0
0,0,618,6,0,0,0,0,0
0,0,615,2,0,0,0,0,0
0,1,619,2,0,0,0,0,0
0,1,606,1,0,0,0,0,0
1,3,614,3,0,0,0,0,0
1,3,585,0,0,0,0,0,0
1,5,587,0,0,0,1,0,0
4,5,578,0,0,0,1,0,0
4,6,582,0,0,2,1,1,0
1,8,563,0,0,2,2,1,0
3,8,576,1,0,4,2,4,0
4,9,557,1,0,3,1,2,0
7,10,565,2,0,3,1,3,0
2,9,541,1,0,2,0,0,0
2,7,418,2,0,1,0,1,0
5,10,516,0,0,2,2,2,0
10,10,361,1,0,1,3,2,0
10,10,473,0,0,0,5,3,0
9,10,412,3,0,0,4,2,0
9,12,435,1,1,0,4,2,0
10,15,372,1,1,1,3,2,0
13,14,404,3,0,1,4,4,0
4,18,370,0,0,1,2,3,0
8,21,420,0,0,0,3,4,0
1,19,427,1,0,0,0,1,0
0,21,498,3,0,0,0,0,0
0,16,519,0,0,0,0,0,0
0,18,561,1,0,0,0,0,0
0,3,576,2,0,0,0,0,0
0,0,599,3,0,0,0,0,0
0,0,609,1,0,0,0,0,0
0,0,615,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,643,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,619,0,0,0,0,0,0
0,0,628,2,0,0,0,0,0
0,0,615,3,0,0,0,0,0
0,0,619,8,0,0,0,0,0
0,0,615,1,1,0,0,0,0
0,0,614,2,1,0,0,0,0
0,1,600,1,0,0,0,0,0
4,2,606,2,0,0,0,0,0
3,4,582,1,0,0,0,0,0
8,6,591,2,0,0,0,0,0
2,9,578,0,0,0,0,1,0
6,9,587,0,0,0,1,3,0
5,9,570,0,0,0,2,2,0
8,9,575,2,0,0,3,2,0
5,8,552,0,0,0,3,1,0
7,8,559,1,0,1,3,3,0
2,7,532,1,0,2,0,2,0
9,8,540,2,0,2,0,4,0
6,11,507,1,0,2,0,7,0
14,11,520,3,0,2,0,10,0
8,11,477,0,0,2,0,5,0
13,13,498,0,0,3,0,7,0
9,10,432,2,0,1,0,5,0
15,11,451,3,0,2,0,6,0
7,15,392,1,0,3,1,2,0
15,15,406,2,1,3,1,4,0
6,12,403,1,0,2,2,6,0
11,14,443,2,0,3,2,8,0
0,13,475,2,0,1,0,0,0
0,15,512,3,0,1,0,0,0
0,15,545,2,0,0,0,0,0
0,17,566,1,0,0,0,0,0
0,0,581,1,0,0,0,0,0
0,0,592,5,0,0,0,0,0
0,0,605,0,0,0,0,0,0
0,0,616,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,632,0,0,0,0,0,0
0,0,640,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,630,0,0,0,0,0,0
0,0,631,4,0,0,0,0,0
0,0,622,4,0,0,0,0,0
0,0,624,10,0,0,0,0,0
0,0,617,1,0,0,0,0,0
0,0,621,1,0,0,0,1,0
0,1,612,0,0,0,0,0,0
1,1,617,0,0,0,1,1,0
3,1,596,2,0,0,1,1,0
6,2,598,2,0,0,1,3,0
2,3,584,1,0,0,0,3,0
2,3,509,1,0,0,0,3,0
5,3,572,1,0,0,0,3,0
6,3,502,2,0,0,1,1,0
6,4,557,0,0,1,1,1,0
5,6,528,1,0,1,2,3,0
9,8,532,2,0,0,2,3,0
5,8,493,1,0,0,0,1,0
9,10,512,2,1,0,0,2,0
6,13,450,3,0,0,0,0,0
13,14,471,4,0,0,1,1,0
4,14,425,2,0,1,0,1,0
9,16,446,3,0,2,0,2,0
7,15,390,3,0,3,1,5,0
13,15,434,6,1,4,1,6,0
6,14,401,1,0,3,2,2,0
12,18,436,2,0,4,2,5,0
0,16,442,1,0,0,0,0,0
0,21,493,2,0,0,0,0,0
0,18,527,0,0,0,0,0,0
0,19,559,0,0,0,0,0,0
0,0,581,1,0,0,0,0,0
0,0,599,0,0,0,0,0,0
0,0,610,0,0,0,0,0,0
0,0,620,0,0,0,0,0,0
0,0,626,0,0,0,0,0,0
0,0,631,0,0,0,0,0,0
0,0,641,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,652,0,0,0,0,0,0
0,0,624,0,0,0,0,0,0
0,0,623,2,0,0,0,0,0
0,0,611,2,0,0,0,0,0
0,0,613,5,0,0,0,0,0
0,0,604,2,0,0,0,0,0
0,0,607,3,0,0,0,1,0
0,2,595,1,0,0,0,2,0
1,3,607,2,0,0,0,2,0
1,5,579,1,0,0,0,2,0
4,5,585,1,0,0,0,2,0
1,5,575,0,0,0,2,2,0
5,6,581,2,0,0,2,2,0
4,6,569,2,0,0,2,2,0
5,6,573,3,0,0,2,2,0
2,7,555,0,0,0,2,0,0
4,9,568,1,0,0,2,0,0
5,11,546,2,0,0,1,0,0
9,12,560,5,0,0,2,1,0
3,12,534,2,0,0,2,1,0
6,14,546,3,0,0,3,1,0
5,14,502,0,1,0,3,2,0
10,14,514,3,1,0,3,3,0
5,14,438,2,1,0,4,3,0
14,14,456,6,2,0,4,4,0
13,15,414,4,1,3,1,4,0
22,16,440,7,2,3,2,6,0
11,13,425,1,1,2,4,7,0
14,16,456,4,3,2,6,7,0
0,14,481,0,0,1,0,0,0
0,16,510,2,0,2,0,0,0
0,14,541,1,0,0,0,0,0
0,14,564,3,0,0,0,0,0
0,0,575,4,0,0,0,0,0
0,0,599,4,0,0,0,0,0
0,0,612,0,0,0,0,0,0
0,0,622,0,0,0,0,0,0
0,0,634,0,0,0,0,0,0
0,0,640,0,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,243,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,622,1,0,0,0,0,0
0,0,288,0,0,0,0,0,0
