Frecuencia de muestreo (1/h): 1
2.200778,-8.071794,0
-9.188278,-12.67212,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-11.01113,-13.40842,0
-10.61858,-13.24986,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-10.0866,-13.03498,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.728601,-12.89038,0
-9.921391,-12.96825,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-11.1049,-13.4463,0
-10.67982,-13.2746,0
-16.44907,-2.9828,0
-16.04903,-14.5788,0
-16.02856,-15.17204,0
-16.02856,-15.17204,0
-16.02856,-15.17204,0
-16.02856,-15.17204,0
-16.02856,-15.17204,0
-2.202111,-14.36029,0
12.34603,-13.50616,0
26.78739,-12.6583,0
36.6059,-12.08185,0
36.6059,-12.08185,0
36.6059,-12.08185,0
36.6059,-12.08185,0
36.6059,-12.08185,0
36.80426,-12.0702,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.21891,-12.04586,0
37.70122,-12.01754,0
24.31356,-9.565834,0
29.38462,0.309506,0
38.08167,10.88347,0
38.08167,10.88347,0
38.08167,10.88347,0
38.08167,10.88347,0
38.08167,10.88347,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.30802,11.15868,0
38.4247,11.30054,0
38.58833,11.49949,0
38.58833,11.49949,0
38.58833,11.49949,0
38.58833,11.49949,0
38.58833,11.49949,0
38.58833,11.49949,0
38.58833,11.49949,0
38.81025,11.76929,0
39.16048,12.19512,0
39.16048,12.19512,0
39.16048,12.19512,0
38.68771,11.62031,0
39.21867,12.26587,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.73045,11.67227,0
38.88781,11.86359,0
39.71617,12.87075,0
39.49642,12.60357,0
39.49642,12.60357,0
39.49642,12.60357,0
39.49642,12.60357,0
39.49642,12.60357,0
39.49642,12.60357,0
39.49642,12.60357,0
39.2714,12.32998,0
25.07787,14.65904,0
23.63505,14.89579,0
22.94633,15.00881,0
22.94633,15.00881,0
22.94633,15.00881,0
22.94633,15.00881,0
22.94633,15.00881,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.34765,14.94295,0
23.14412,14.97635,0
22.88579,15.01874,0
22.88579,15.01874,0
22.88579,15.01874,0
22.88579,15.01874,0
22.88579,15.01874,0
22.88579,15.01874,0
22.88579,15.01874,0
23.2595,14.95742,0
22.8704,15.02127,0
29.39003,2.121402,0
16.88066,7.818783,0
3.20805,14.46745,0
-0.8769619,16.45389,0
-1.71331,2.487215,0
-2.586211,-12.08989,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.917957,-17.62991,0
-2.931705,-17.8595,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.955915,-18.2638,0
-2.999779,-18.99631,0
-3.034127,-19.56987,0
10.32553,-15.03542,0
22.93253,-8.014447,0
36.00859,-0.5648214,0
36.00859,-0.5648214,0
36.00859,-0.5648214,0
36.00859,-0.5648214,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
36.89974,-0.05711961,0
37.09452,0.05385086,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
36.71758,-0.1608979,0
37.16203,0.09230578,0
36.67738,-0.1837941,0
37.94533,0.5385509,0
37.94533,0.5385509,0
37.94533,0.5385509,0
37.10123,0.05767289,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.42503,-0.3275559,0
36.61098,-0.2216209,0
36.82181,-0.1015157,0
37.25345,0.1443891,0
37.25345,0.1443891,0
37.25345,0.1443891,0
37.25345,0.1443891,0
37.25345,0.1443891,0
37.25345,0.1443891,0
37.25345,0.1443891,0
36.74866,-0.1431884,0
23.59215,3.72103,0
9.621774,7.824287,0
-4.878473,12.08317,0
-7.671395,12.90348,0
-7.671395,12.90348,0
-7.671395,12.90348,0
-7.671395,12.90348,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.875135,13.25704,0
-8.537395,13.15784,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-7.986289,12.99597,0
-8.503183,13.1478,0
-7.946948,12.98442,0
-8.645391,13.18957,0
-8.645391,13.18957,0
-8.645391,13.18957,0
-7.430212,12.83264,0
-8.442673,13.13003,0
-8.442673,13.13003,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.473598,12.84538,0
-7.711762,12.91534,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-8.051476,13.01512,0
-7.651158,12.89754,0
-8.208927,13.06137,0
-8.208927,13.06137,0
-8.208927,13.06137,0
-9.77433,-0.9945679,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.94059,-11.46653,0
-10.96293,-11.66716,0
-11.14482,-13.30031,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.11021,-12.98958,0
-11.0681,-12.61146,0
2.251912,-10.95298,0
2.185556,-12.1394,0
-2.695512,-12.81851,0
-14.04873,-4.232053,0
-16.5082,-8.7594,0
-16.5082,-8.7594,0
-16.5082,-8.7594,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.68424,-9.20347,0
-16.75383,-9.379027,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-16.84526,-9.609649,0
-17.03334,-10.08411,0
-16.8397,-9.595638,0
-17.05506,-10.1389,0
